"ASDR per 100 000 - Total deaths, ICD chapter 13 (Diseases of the musculoskeletal system), both sexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countries,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979
Singapore,,1.6,1.4,1.1,1,1,1.3,1.1,1.1,1.2,1.4,1.1,1,0.8,1.2,1.1,1.5,1.6,1.5,2.3,2,1.2,1.4,1.1,2.5,1.8,2.3,1.9,0.7,1.5,2,1.9,1.6,1.6,2.1,2.2,1.5,2.1 
Slovakia,,,0.9,1,0.9,,0.8,0.7,0.7,0.8,0.8,0.7,0.7,1,1,0.7,1,0.8,0.9,0.1,0.1,0.2,0.2,0,0.1,,,,,,,,,,,,, 
Slovenia,,1.5,1.8,1.7,2,2,2,1.6,2.4,1.8,1.2,1.2,1.7,2.5,1.6,1,1.2,1.3,1.5,1.4,0.7,1.5,1,1.1,1.7,2,1,0.7,1.1,1.2,1.4,1.4,,,,,, 
South Africa,,4.4,4.4,4.1,4.7,5.4,6.2,6.6,6.5,6.3,6.8,7.7,7.2,6.7,6.4,,,,,,,,,,,,,,,,,,,,,,, 
Spain,,2.7,2.5,2.4,2.7,2.6,2.6,2.8,2.8,2.9,3,3.3,3.4,3.5,3.6,3.6,3.4,3.7,3.5,3.5,3.5,3.6,3.6,3.6,3.9,4.3,4.2,4.2,4.3,4.2,4.2,3.8,2.6,1.1,1,1,1.3, 
Sri Lanka,,,,,,,,,,,1.2,,,3.4,3.2,3.8,4.1,3,3.6,3.3,2.7,,,,,,,,,,10,9.2,10.4,10,9.1,8.9,9.8, 
Suriname,,,3.1,2.5,1.1,2.3,2.5,2.4,3,3,1.1,1.3,2.2,2,1.8,2.3,1.1,0.8,0.7,0.8,2.3,0.5,,,0.6,4.1,2.7,0.8,1.3,2.3,2.1,2.1,2.1,,1.2,0.8,1.6,0.5 
Sweden,1.9,1.7,1.9,1.7,1.9,1.9,1.9,1.8,2,2.2,1.9,2,2,2,2.1,2.3,2.4,2.8,2.6,2.5,2.1,2.2,2.3,2.4,2,2.3,2.2,1.9,2.3,2,,,,,,,, 
Switzerland,,2.8,2.9,2.9,2.6,2.6,2.6,2.3,2.3,2.6,2.6,2.6,3.1,3.1,3.2,3,2.8,3,3.2,2.8,3.3,3.3,,,,,,,,,,,,,,,, 
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,,,,0.3,0.2,0.1,0.2,0.1,0.1,0,0.3,0.1,0.5,0.2,0,0.3,0.1,0.2,0.4,0.2,0,0.4,0.5,0.5,0.5,0.6,,,,,,,,,,,, 
Thailand,3.8,3.1,2.6,2.5,1.7,1.6,1.5,1.4,1.5,1.4,1.2,1.1,1.2,1,1.1,,0.8,0.7,0.6,0.6,0.7,0.5,1.1,,0.4,0.4,0.3,,,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.2,0.1 
Trinidad and Tobago,,,,,,4.1,6.6,4.8,5.4,5.5,5.3,6.1,6,5.9,5.1,5.3,4.3,4.8,5.1,5.7,5.9,5.9,5.9,5.8,5,7.8,5.3,4.7,6,7.1,6.6,5,4.1,5.6,5.8,5.7,4.2,4 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,1.4,1.5,1.5,1.9,1.9,2.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,,0.6,1.1,0.9,0.7,1,0.7,0.9,2.3,1.1,1,0.9,1,0.6,1.1,0.7,0.7,0.4,0.4,0.6,0.2,0.7,0.5,0.6,0.6,0.4,0.7,0.7,0.7,0.3,0.7,0.6,,,0.8,0.7,, 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,,0.8,0.9,,1,1,1,1.1,1.2,1.2,1.2,1.2,1.4,1.4,1.3,1.4,1.3,1.2,1.2,1.2,1.3,1.5,1.5,1.6,1.5,1.4,1.3,1.3,1.2,1.1,1,1.1,,,1.1,1,, 
United Arab Emirates,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,,2.9,2.7,3,3.1,3.1,3.1,3.1,3.3,3.3,3.4,3.5,3.7,3.9,3.9,3.9,3,3.1,3.1,3.1,3.1,3.3,3.1,3.2,4.8,4.8,4.9,5,5.2,5,5.4,5.5,5.2,3.6,3.6,3.6,3.7,3.8 
United States of America,2.4,2.4,2.4,2.5,2.6,2.6,2.6,2.7,2.8,2.8,2.9,3,3,3.1,3.2,3.2,3.2,3.1,2.5,2.5,2.4,2.4,2.3,2.2,2.1,2.2,2.2,2.2,2.1,2,2,2,2,2,2,2,2,1.9 
Uruguay,,3.8,4.1,4,2.8,,3.8,2.6,3.2,3,2.3,2.4,2.5,2.6,2.6,2.6,2.6,3,2.4,2.3,2.1,2.3,2.1,1.6,,,1.5,2.2,1.2,1.6,1.5,1.8,1.3,1.6,1.2,1.3,1.5, 
Uzbekistan,,,0.7,1,0.6,0.8,1,1.3,,,,1.7,1.9,1.6,1.6,1.5,0.9,0.8,1,0.8,0.9,1,1.1,1,0.8,0.8,0.5,0.7,0.8,1.1,1,1,,,1.1,1.1,, 
Venezuela (Bolivarian Republic of),,,,2.1,1.9,2.1,2.3,2,2.4,2.3,2.1,2.4,2.9,2.9,2.8,3,2.8,2.9,3.2,3.1,3.7,,3.8,3.3,3,,3.5,3.2,2.9,3.3,3.2,3,,3.6,2.5,2.3,2.4,2.2 
Virgin Islands (USA),,1.6,,,4.3,2.4,2.9,1.7,3,3.6,2.8,3,2.3,2.7,3.3,2.5,1.6,2.9,0.8,2.6,,,,,,,,,,,,,,,,,3.2, 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Total reporting countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
