"ASDR per 100 000 - Total deaths, ICD chapter 12 (Diseases of the skin and subcutaneous tissue), both sexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countries,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979
Switzerland,,0.5,0.3,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.5,0.5,0.4,0.3,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.4,,,,,,,,,,,,,,,, 
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,,,,0.1,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0.3,0.2,0.1,0.3,,,,,,,,,,,, 
Thailand,2.7,2.9,2.8,2.5,2.4,2.1,1.8,1.8,1.6,1.6,1.3,1.3,1.3,1.4,1.3,,1.3,1,0.7,0.4,1,1,0.2,,0.3,0.2,0.2,,,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.4 
Trinidad and Tobago,,,,,,2.9,4,2.9,3.9,3.6,4.6,3.6,4.3,3,2.8,3.5,4.6,5,3.7,4.9,5.4,5.8,6.1,4.8,4.5,6.5,7.5,6.3,5.8,6.1,6.5,4.5,5.9,6.8,7.9,7.5,9.3,2.4 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,0.3,0.4,0.4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.4,0.5,0.6,0.7,0.5,0.4,0.5,0.5,0.8,0.5,0.4,0.8,0.7,,,0.8,0.8,, 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,,0.7,0.8,,0.9,0.7,0.7,0.7,0.9,0.9,0.9,0.9,1,1.1,1.2,1.1,1,1,0.9,1,1.2,1.2,1,0.8,0.7,0.6,0.5,0.6,0.5,0.6,0.6,0.6,,,0.7,0.7,, 
United Arab Emirates,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,,1.3,1.2,1.2,1.2,1.2,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.2,1,1,1,0.9,0.9,0.9,0.9,1,0.9,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.5 
United States of America,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,1,1,1,1.1,1.1,1,1,0.9,0.9,0.9,0.9 
Uruguay,,1.4,2.1,2.7,2.5,,2,2.1,2.2,3.4,3.2,3.7,3.9,3.9,3.1,2.7,2.4,3,2.5,2.7,2.3,2.7,1.8,2.3,,,1.5,1.2,1.1,1.3,0.6,0.9,0.9,0.9,0.6,0.7,0.6, 
Uzbekistan,,,0.1,0.1,0.1,0.1,0.1,0.2,,,,0.1,0.2,0,0,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.6,0.6,0.5,0.4,0.6,0.7,1.2,1.1,0.9,,,1.1,0.7,, 
Venezuela (Bolivarian Republic of),,,,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.4,0.4,0.5,0.6,0.6,1,1.6,1.7,2,,0.7,0.6,0.8,,0.9,0.9,1.3,1.4,1.4,1.5,,1.5,0.9,0.8,1.2,1.2 
Virgin Islands (USA),,1,,,0.6,1.8,4.1,0.7,1.4,2.5,3,2.2,1.7,4.6,2.5,4.7,1.7,7.3,4.1,2.7,,,,,,,,,,,,,,,,,3, 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Total reporting countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
