"ASDR per 100 000 - Total deaths, ICD chapter 17 (Congenital malformations, deformations, abnormalities), both sexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countries,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979
Thailand,4,3.8,3.5,3.1,3.3,3.3,2.9,3.1,3.2,3.2,3,2.9,2.8,2.5,2.4,,1.7,1.5,3.1,0.4,0.9,3.7,2.9,,2.6,2.7,2.7,,,1.6,1.3,1.7,1,1.1,0.9,0.8,1.1,1 
Trinidad and Tobago,,,,,,8.2,6.8,7.3,8.3,7,8.2,8.5,7.3,10.4,10.6,7.8,7.4,6.5,9.2,6.8,5.6,4.8,6.2,7.1,5.6,6.2,6.5,5.5,6,5.3,6.2,4.9,6,7.5,8.6,6.8,5,5.2 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,7.9,7.8,7.1,5.8,6.4,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,,9.6,9.7,10.8,12.9,11.9,14.8,8.5,10.2,3.2,2.3,2.3,3,2.8,3.3,3.8,3.6,3.6,3.7,3.2,4,5,4.2,4.8,4.4,6.2,5.9,6,6.1,9,8.7,8.4,,,5.7,6.8,, 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,,5.2,5.1,,5.8,6.2,6.2,6.2,7,7.7,7.6,7.9,7.9,7.7,8.7,8.3,9.2,9,9,10.2,10.2,10.4,10.4,10.3,9.4,9.5,9,9.1,10.3,10.2,10.6,10.9,,,10.9,10.6,, 
United Arab Emirates,,,,,,,4.9,6.7,6.3,6.9,6.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,,3.4,3.4,3.1,3.4,3.3,3.5,3.8,3.5,3.7,3.8,3.9,3.7,4,4,4.1,3.5,3.6,3.6,3.8,3.9,4,4,4.3,4.9,5.1,5.2,5.8,5.8,6.1,6.5,7.1,7.5,7.5,7.8,7.8,8.7,9.2 
United States of America,3.7,3.8,3.6,3.6,3.6,3.6,3.6,3.6,3.8,3.9,4,4,4.1,4.1,4.2,4.1,4.3,4.3,4.8,4.8,4.9,4.9,5,5.2,5.2,5.3,5.7,5.6,5.7,5.6,5.8,5.9,6.1,6.2,6.5,6.5,6.8,6.8 
Uruguay,,5.9,5.2,6.3,6.4,,5.1,5.3,6,5.6,5.8,7.1,7.9,8,7.6,7.4,7.4,7.4,8.4,9.3,8.8,8.7,9.6,7.7,,,9.5,8.2,8.6,9,8.2,8.8,9.1,9.1,8.4,8.2,10.2, 
Uzbekistan,,,2.4,1.7,1.5,1.3,1.3,1.7,,,,2.4,2.5,3.8,3.9,3.4,3.5,2.8,2.9,3.1,3.1,3.3,3.5,3.9,4.2,5.1,4.9,5,5,6.5,7.4,7.4,,,6.7,6.2,, 
Venezuela (Bolivarian Republic of),,,,7.5,7.6,7.1,7.5,6.7,6.8,7,7.1,7,6.9,7,6.9,6.9,6.8,6.7,6.4,6.6,6.8,,6.9,6.9,6.5,,6.9,7.1,6.9,6.4,6.4,6,,6.8,6.7,6.3,6,5.6 
Virgin Islands (USA),,0.8,,,2.4,3.5,4.1,1.1,4,7.1,2.3,5.9,2.1,2.9,2.7,7.9,5.7,6.4,5.3,8.1,,,,,,,,,,,,,,,,,8.7, 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Total reporting countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
