"ASDR per 100 000 - Total deaths, ICD chapter 9 (Diseases of the circulatory system), both sexes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countries,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979
Suriname,,,197.6,188.7,182.1,187.1,207.2,196.7,204.7,220.2,229.4,261.7,256.2,250.6,246.3,220.2,235,219.2,211.5,179.8,175.2,143.6,,,200.1,235.6,275.6,202.1,171.5,172.3,184.6,291.3,310.3,,376.5,222,226.1,243.4 
Sweden,109,113.2,115,120.6,125.7,127,132.2,136,142.4,146.5,151.2,155,160.1,171.7,178,182.3,187.6,196.1,200.9,204.4,211.5,218.5,218.8,236.4,237.8,246.6,251.4,249.4,272.5,276.1,,,,,,,, 
Switzerland,,90.2,90,96.1,99.5,99,105,109,112.2,116.9,119.6,125.4,126.3,136.7,137.2,145,153.1,159.4,162.9,169.9,170.1,177.9,,,,,,,,,,,,,,,, 
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,,,,387.8,425.5,417.7,411.5,421.2,426.8,456.1,450.8,461.8,455.4,463.2,473.5,438.5,458.7,454.4,467.8,451.8,441.4,456.1,436.4,424.8,444.6,400.9,,,,,,,,,,,, 
Thailand,82.4,75.7,74.9,72.8,65,64,59.4,54.6,56.7,56.6,51.4,57.3,63.7,67.7,59.1,,58.5,77.5,98.4,110.9,122.9,118,124.2,,105.4,104.1,99.8,,,78.5,70.4,71.7,73,73.4,74.3,69.8,80.5,65.4 
Trinidad and Tobago,,,,,,216.7,245.8,240.2,262.6,253.4,276.5,288.9,302.3,324.6,320.4,329.6,335,375.1,377.6,371.2,374,366.1,369,352.8,347.3,388.3,366.5,406.6,397.5,422.9,405.4,408.7,422.4,493.2,504.4,498.3,525.3,349.5 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,199.5,200.8,195.1,174.3,181.9,184.6,187.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,,430,440.3,449.1,456.2,461,459.3,470.2,1096.8,564.6,580.7,624.1,610.7,618.9,625,572.3,592.9,551.8,642,645.3,692,662,766.6,701,621.8,609.6,520.6,552.8,536.5,525.4,531.1,524.6,,,515.7,510.4,, 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,,476.7,506.4,,501.5,512.9,550.1,554.5,589.5,596.6,603,621.8,607.1,615.1,600.3,582.4,593.6,577.9,561,581,584,588.7,563,532.4,472.1,460.7,443.2,468.1,507,507.5,496.6,560.6,,,522.9,530.6,, 
United Arab Emirates,,,,,,,122.5,119.1,92.4,112,101.5,116.7,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,,99.7,99,104.3,106.5,107.4,121.8,125.6,134.9,139.8,146.5,157.1,166.5,180.7,186.5,191.5,191.3,205.2,213.7,218.1,228.8,237.1,240.4,258.6,257.7,268,271.6,282.3,290.3,298.1,312.1,324.7,322.2,332.4,338.4,345.1,361.3,378.6 
United States of America,131.8,133.6,131.6,132.6,132.9,135.2,138.7,141.6,148.2,149.2,154.7,163.3,168.4,179.6,186,191,198.9,206.1,209.3,215.8,221.6,226.7,228.8,235.2,232.9,238.7,245.4,251,266.8,271.4,278.6,287.6,292.8,304.6,304.4,313.8,326,324.6 
Uruguay,,133.1,127.1,133.3,141.9,,152.2,147.4,156.5,174.8,167.3,181.9,189.1,196.6,187.9,195.6,196.3,210.3,219.7,211.7,228.6,239.8,235.4,258.7,,,274.6,294.5,320.9,315.6,299,299.7,330.9,331,309.8,316,347.3, 
Uzbekistan,,,478.6,477.7,495,500.1,492.9,472.9,,,,568.2,528.3,560.2,580.9,562.5,578.8,543.8,587.1,550.2,582,587.1,595.4,559,505.6,480.5,452.5,449.8,457.1,430.7,434,447.4,,,444.6,427.5,, 
Venezuela (Bolivarian Republic of),,,,194.2,200.2,207.3,206.6,201.8,209.5,205.8,209.2,210.7,216.2,228.8,217.4,235,233.4,242.6,245.5,249.8,266.8,,308.5,304.6,315,,316,250.1,262.5,259.3,237.6,253.4,,317.9,284.8,281.2,292.8,281.3 
Virgin Islands (USA),,116.9,,,123.7,127.9,149.3,152,190.4,191.5,160.8,197.5,182.6,185.7,195.8,195.8,236.6,229.7,217.7,227.8,,,,,,,,,,,,,,,,,391.6, 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Total reporting countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
